NM_M,PE,Formation_B5 LM,ILD_log10,PHIND,GR,Depth,Formation_A1 SH,Formation_B4 SH,Formation_B1 SH,Well Name_Recruit F9,Formation_B2 LM,Formation_C LM,Formation_B3 SH,DeltaPHI,Formation_B1 LM,Formation_C SH,Well Name_CROSS H CATTLE,Formation_B2 SH,Formation_B3 LM,Facies
2,4.6,True,0.744,10.32,78.86,2941.5,False,False,False,False,False,False,False,0.7,False,False,False,False,False,8
2,4.7,True,0.797,10.38,100.24,2942.0,False,False,False,False,False,False,False,1.4,False,False,False,False,False,8
2,4.8,True,0.842,10.56,97.94,2942.5,False,False,False,False,False,False,False,0.8,False,False,False,False,False,8
2,4.7,True,0.881,10.57,94.67,2943.0,False,False,False,False,False,False,False,-0.5,False,False,False,False,False,8
2,4.7,True,0.914,10.18,78.63,2943.5,False,False,False,False,False,False,False,-1.0,False,False,False,False,False,8
2,4.7,True,0.932,9.31,97.99,2944.0,False,False,False,False,False,False,False,-1.9,False,False,False,False,False,8
2,4.9,True,0.921,8.1,130.86,2944.5,False,False,False,False,False,False,False,-2.5,False,False,False,False,False,8
2,4.5,True,0.883,6.22,167.9,2945.0,False,False,False,False,False,False,False,-0.8,False,False,False,False,False,8
2,3.8,True,0.822,5.195,191.7,2945.5,False,False,False,False,False,False,False,4.2,False,False,False,False,False,8
1,2.3,False,0.711,24.32,149.65,2946.0,False,False,False,False,False,False,False,-5.9,False,True,False,False,False,3
1,2.8,False,0.571,34.61,75.83,2948.0,False,False,False,False,False,False,False,-9.4,False,True,False,False,False,3
1,2.7,False,0.56,28.99,66.28,2948.5,False,False,False,False,False,False,False,2.5,False,True,False,False,False,3
1,2.6,False,0.567,27.455,69.44,2949.0,False,False,False,False,False,False,False,-0.2,False,True,False,False,False,3
1,2.6,False,0.584,24.68,69.67,2949.5,False,False,False,False,False,False,False,-1.6,False,True,False,False,False,3
1,2.9,False,0.609,21.265,72.32,2950.0,False,False,False,False,False,False,False,-2.1,False,True,False,False,False,3
1,3.2,False,0.634,16.795,72.26,2950.5,False,False,False,False,False,False,False,5.3,False,True,False,False,False,3
1,3.3,False,0.652,13.99,66.6,2951.0,False,False,False,False,False,False,False,8.9,False,True,False,False,False,3
1,3.2,False,0.659,14.42,66.67,2951.5,False,False,False,False,False,False,False,10.7,False,True,False,False,False,3
1,3.2,False,0.661,15.755,67.49,2952.0,False,False,False,False,False,False,False,9.3,False,True,False,False,False,3
1,3.0,False,0.657,17.91,69.17,2952.5,False,False,False,False,False,False,False,6.3,False,True,False,False,False,3
1,3.2,False,0.649,17.22,67.63,2953.0,False,False,False,False,False,False,False,6.3,False,True,False,False,False,3
1,3.1,False,0.639,16.125,74.65,2953.5,False,False,False,False,False,False,False,7.1,False,True,False,False,False,3
1,3.1,False,0.626,16.405,69.34,2954.0,False,False,False,False,False,False,False,6.4,False,True,False,False,False,3
1,2.9,False,0.616,17.57,67.71,2954.5,False,False,False,False,False,False,False,3.6,False,True,False,False,False,3
1,3.0,False,0.61,18.53,69.85,2955.0,False,False,False,False,False,False,False,2.9,False,True,False,False,False,3
1,3.0,False,0.606,17.785,72.99,2955.5,False,False,False,False,False,False,False,6.6,False,True,False,False,False,3
1,2.8,False,0.605,21.265,72.73,2956.0,False,False,False,False,False,False,False,3.5,False,True,False,False,False,3
1,2.8,False,0.606,23.97,71.24,2956.5,False,False,False,False,False,False,False,-3.0,False,True,False,False,False,3
1,3.3,False,0.607,24.32,65.18,2957.0,False,False,False,False,False,False,False,-1.1,False,True,False,False,False,3
1,3.3,False,0.61,23.925,76.51,2957.5,False,False,False,False,False,False,False,3.1,False,True,False,False,False,3
1,3.1,False,0.615,27.215,72.51,2958.0,False,False,False,False,False,False,False,0.3,False,True,False,False,False,3
1,2.7,False,0.622,30.125,73.66,2958.5,False,False,False,False,False,False,False,-8.0,False,True,False,False,False,3
1,2.5,False,0.627,29.985,72.96,2959.0,False,False,False,False,False,False,False,-12.3,False,True,False,False,False,3
1,2.8,False,0.628,26.215,66.05,2959.5,False,False,False,False,False,False,False,-9.4,False,True,False,False,False,3
1,3.1,False,0.624,21.255,75.61,2960.0,False,False,False,False,False,False,False,-1.1,False,True,False,False,False,3
1,3.3,False,0.621,16.645,68.69,2960.5,False,False,False,False,False,False,False,6.8,False,True,False,False,False,3
1,3.0,False,0.621,17.925,67.49,2961.0,False,False,False,False,False,False,False,5.2,False,True,False,False,False,3
1,2.9,False,0.62,18.325,71.32,2961.5,False,False,False,False,False,False,False,2.0,False,True,False,False,False,3
1,3.1,False,0.616,16.405,69.16,2962.0,False,False,False,False,False,False,False,3.5,False,True,False,False,False,3
1,3.3,False,0.611,15.525,72.18,2962.5,False,False,False,False,False,False,False,5.7,False,True,False,False,False,3
1,3.2,False,0.606,16.48,67.16,2963.0,False,False,False,False,False,False,False,4.4,False,True,False,False,False,3
1,3.2,False,0.606,18.61,72.36,2963.5,False,False,False,False,False,False,False,1.5,False,True,False,False,False,3
1,3.1,False,0.614,19.615,76.08,2964.0,False,False,False,False,False,False,False,0.8,False,True,False,False,False,3
1,2.9,False,0.626,21.045,75.85,2964.5,False,False,False,False,False,False,False,1.8,False,True,False,False,False,3
1,2.7,False,0.633,22.505,72.11,2965.0,False,False,False,False,False,False,False,-3.6,False,True,False,False,False,3
1,2.9,False,0.635,22.545,73.8,2965.5,False,False,False,False,False,False,False,-9.0,False,True,False,False,False,3
1,3.3,False,0.636,17.625,71.57,2966.0,False,False,False,False,False,False,False,-5.1,False,True,False,False,False,3
1,3.6,False,0.629,14.06,71.38,2966.5,False,False,False,False,False,False,False,1.0,False,True,False,False,False,3
1,3.1,False,0.622,14.855,72.44,2967.0,False,False,False,False,False,False,False,6.2,False,True,False,False,False,3
1,2.8,False,0.622,19.845,74.87,2967.5,False,False,False,False,False,False,False,5.8,False,True,False,False,False,3
1,2.4,False,0.621,23.955,76.01,2968.0,False,False,False,False,False,False,False,-2.7,False,True,False,False,False,3
1,3.0,False,0.618,25.4,76.11,2968.5,False,False,False,False,False,False,False,-9.0,False,True,False,False,False,3
1,3.3,False,0.624,24.095,76.47,2969.0,False,False,False,False,False,False,False,-3.5,False,True,False,False,False,3
1,3.2,False,0.628,24.15,70.18,2969.5,False,False,False,False,False,False,False,-5.4,False,True,False,False,False,3
1,2.9,False,0.623,24.425,71.13,2970.0,False,False,False,False,False,False,False,-10.2,False,True,False,False,False,3
1,2.9,False,0.612,21.35,74.62,2970.5,False,False,False,False,False,False,False,-13.2,False,True,False,False,False,3
1,2.9,False,0.597,17.66,75.04,2971.0,False,False,False,False,False,False,False,-3.6,False,True,False,False,False,3
1,2.5,False,0.576,16.71,71.03,2971.5,False,False,False,False,False,False,False,7.1,False,True,False,False,False,3
1,2.1,False,0.575,35.285,79.47,2972.0,False,False,False,False,False,False,False,-9.8,False,True,False,False,False,3
1,1.8,False,0.603,51.3,76.72,2972.5,False,False,False,False,False,False,False,-9.9,False,True,False,False,False,3
1,1.8,False,0.654,55.915,75.01,2973.0,False,False,False,False,False,False,False,-18.3,False,True,False,False,False,3
2,4.6,False,0.7,9.78,19.52,2974.5,False,False,False,False,False,True,False,1.0,False,False,False,False,False,6
2,4.0,False,0.721,9.73,28.87,2975.0,False,False,False,False,False,True,False,8.8,False,False,False,False,False,8
2,3.6,False,0.781,11.93,29.43,2975.5,False,False,False,False,False,True,False,9.1,False,False,False,False,False,8
2,3.5,False,0.825,12.695,29.4,2976.0,False,False,False,False,False,True,False,7.9,False,False,False,False,False,8
2,3.6,False,0.837,11.9,31.05,2976.5,False,False,False,False,False,True,False,6.4,False,False,False,False,False,8
2,3.7,False,0.818,10.875,35.29,2977.0,False,False,False,False,False,True,False,6.4,False,False,False,False,False,8
2,3.8,False,0.778,9.39,32.75,2977.5,False,False,False,False,False,True,False,3.5,False,False,False,False,False,5
2,3.9,False,0.738,8.16,35.61,2978.0,False,False,False,False,False,True,False,3.0,False,False,False,False,False,5
2,3.6,False,0.705,7.4,36.27,2978.5,False,False,False,False,False,True,False,5.0,False,False,False,False,False,5
2,3.2,False,0.67,8.56,36.51,2979.0,False,False,False,False,False,True,False,7.7,False,False,False,False,False,5
2,2.9,False,0.633,10.67,35.86,2979.5,False,False,False,False,False,True,False,8.6,False,False,False,False,False,5
2,2.9,False,0.599,12.535,33.77,2980.0,False,False,False,False,False,True,False,8.1,False,False,False,False,False,7
2,2.9,False,0.567,13.935,28.53,2980.5,False,False,False,False,False,True,False,7.7,False,False,False,False,False,7
2,2.9,False,0.539,14.68,29.12,2981.0,False,False,False,False,False,True,False,6.0,False,False,False,False,False,7
2,2.8,False,0.519,14.81,29.54,2981.5,False,False,False,False,False,True,False,4.2,False,False,False,False,False,7
2,2.8,False,0.516,13.68,29.95,2982.0,False,False,False,False,False,True,False,2.4,False,False,False,False,False,7
2,3.0,False,0.529,12.36,29.36,2982.5,False,False,False,False,False,True,False,1.7,False,False,False,False,False,7
2,3.3,False,0.558,10.51,34.62,2983.0,False,False,False,False,False,True,False,1.9,False,False,False,False,False,7
2,3.3,False,0.605,9.08,32.74,2983.5,False,False,False,False,False,True,False,2.0,False,False,False,False,False,7
2,3.2,False,0.666,8.405,38.04,2984.0,False,False,False,False,False,True,False,1.7,False,False,False,False,False,6
2,3.2,False,0.728,8.235,39.18,2984.5,False,False,False,False,False,True,False,1.5,False,False,False,False,False,6
2,3.3,False,0.792,8.035,39.55,2985.0,False,False,False,False,False,True,False,1.9,False,False,False,False,False,6
2,3.4,False,0.846,7.68,37.83,2985.5,False,False,False,False,False,True,False,2.3,False,False,False,False,False,6
2,3.4,False,0.884,7.775,35.09,2986.0,False,False,False,False,False,True,False,2.8,False,False,False,False,False,6
2,3.6,False,0.905,7.92,38.17,2986.5,False,False,False,False,False,True,False,3.8,False,False,False,False,False,6
2,3.3,False,0.913,8.16,37.4,2987.0,False,False,False,False,False,True,False,3.9,False,False,False,False,False,6
2,3.4,False,0.913,8.54,36.2,2987.5,False,False,False,False,False,True,False,2.6,False,False,False,False,False,6
2,3.4,False,0.91,8.6,38.73,2988.0,False,False,False,False,False,True,False,2.4,False,False,False,False,False,6
2,3.5,False,0.908,8.9,36.86,2988.5,False,False,False,False,False,True,False,1.9,False,False,False,False,False,6
2,3.4,False,0.905,8.845,38.24,2989.0,False,False,False,False,False,True,False,2.0,False,False,False,False,False,6
2,3.4,False,0.901,8.5,36.1,2989.5,False,False,False,False,False,True,False,1.6,False,False,False,False,False,6
2,3.3,False,0.897,8.25,38.5,2990.0,False,False,False,False,False,True,False,2.6,False,False,False,False,False,6
2,3.4,False,0.89,8.42,35.87,2990.5,False,False,False,False,False,True,False,3.0,False,False,False,False,False,6
2,3.3,False,0.884,8.495,37.2,2991.0,False,False,False,False,False,True,False,3.6,False,False,False,False,False,6
2,3.6,False,0.88,8.695,39.89,2991.5,False,False,False,False,False,True,False,3.1,False,False,False,False,False,6
2,3.7,False,0.876,8.505,40.73,2992.0,False,False,False,False,False,True,False,2.9,False,False,False,False,False,6
2,3.7,False,0.873,8.845,41.81,2992.5,False,False,False,False,False,True,False,2.0,False,False,False,False,False,6
2,3.5,False,0.872,8.74,44.47,2993.0,False,False,False,False,False,True,False,1.9,False,False,False,False,False,6
2,3.4,False,0.87,8.715,43.87,2993.5,False,False,False,False,False,True,False,1.9,False,False,False,False,False,6
2,3.5,False,0.872,8.375,47.4,2994.0,False,False,False,False,False,True,False,2.4,False,False,False,False,False,6
2,3.6,False,0.875,8.47,48.75,2994.5,False,False,False,False,False,True,False,2.6,False,False,False,False,False,6
2,3.6,False,0.877,8.2,53.77,2995.0,False,False,False,False,False,True,False,3.1,False,False,False,False,False,6
2,3.7,False,0.88,8.555,65.61,2995.5,False,False,False,False,False,True,False,3.2,False,False,False,False,False,6
2,3.8,False,0.884,8.435,79.98,2996.0,False,False,False,False,False,True,False,3.0,False,False,False,False,False,5
2,3.9,False,0.885,8.76,115.6,2996.5,False,False,False,False,False,True,False,3.6,False,False,False,False,False,5
2,4.1,False,0.887,8.645,201.75,2997.0,False,False,False,False,False,True,False,3.9,False,False,False,False,False,5
2,4.1,False,0.889,8.42,242.75,2997.5,False,False,False,False,False,True,False,4.9,False,False,False,False,False,5
2,4.3,False,0.893,8.515,238.02,2998.0,False,False,False,False,False,True,False,5.1,False,False,False,False,False,5
2,4.2,False,0.899,8.31,215.23,2998.5,False,False,False,False,False,True,False,5.7,False,False,False,False,False,5
2,4.2,False,0.907,8.545,168.12,2999.0,False,False,False,False,False,True,False,5.6,False,False,False,False,False,5
2,3.9,False,0.919,8.855,124.8,2999.5,False,False,False,False,False,True,False,5.2,False,False,False,False,False,5
2,4.0,False,0.932,8.915,102.74,3000.0,False,False,False,False,False,True,False,4.6,False,False,False,False,False,5
2,4.0,False,0.932,8.915,102.74,3000.5,False,False,False,False,False,True,False,4.6,False,False,False,False,False,5
2,4.1,False,0.941,8.86,81.37,3001.0,False,False,False,False,False,True,False,4.3,False,False,False,False,False,5
2,4.2,False,0.943,8.675,70.46,3001.5,False,False,False,False,False,True,False,4.2,False,False,False,False,False,5
2,4.1,False,0.943,9.365,67.29,3002.0,False,False,False,False,False,True,False,4.9,False,False,False,False,False,5
2,4.1,False,0.939,9.555,67.61,3002.5,False,False,False,False,False,True,False,5.6,False,False,False,False,False,5
2,4.1,False,0.941,9.585,68.63,3003.0,False,False,False,False,False,True,False,5.8,False,False,False,False,False,4
2,4.3,False,0.957,9.95,68.45,3003.5,False,False,False,False,False,True,False,6.9,False,False,False,False,False,4
2,4.4,False,0.996,10.39,73.25,3004.0,False,False,False,False,False,True,False,8.4,False,False,False,False,False,4
2,4.5,False,1.039,9.95,73.21,3004.5,False,False,False,False,False,True,False,7.7,False,False,False,False,False,4
2,4.6,False,1.084,7.9,76.24,3005.0,False,False,False,False,False,True,False,4.0,False,False,False,False,False,8
2,4.8,False,1.118,5.215,52.57,3005.5,False,False,False,False,False,True,False,-0.4,False,False,False,False,False,8
2,5.1,False,1.12,3.455,32.84,3006.0,False,False,False,False,False,True,False,-2.2,False,False,False,False,False,8
2,4.8,False,1.112,2.89,25.16,3006.5,False,False,False,False,False,True,False,-1.6,False,False,False,False,False,8
2,4.8,False,1.112,2.89,25.16,3007.0,False,False,False,False,False,True,False,-1.6,False,False,False,False,False,8
2,4.5,False,1.092,3.4,26.22,3007.5,False,False,False,False,False,True,False,-0.4,False,False,False,False,False,4
2,4.5,False,1.026,4.715,65.36,3008.0,False,False,False,False,False,True,False,1.6,False,False,False,False,False,4
1,4.084,False,0.782,11.75,74.9,2610.5,True,False,False,False,False,False,False,9.3,False,False,False,False,False,3
1,3.501,False,0.745,13.1,83.8,2611.0,True,False,False,False,False,False,False,12.0,False,False,False,False,False,3
1,3.4,False,0.726,12.55,86.97,2611.5,True,False,False,False,False,False,False,12.9,False,False,False,False,False,3
1,3.4,False,0.708,12.0,84.43,2612.0,True,False,False,False,False,False,False,13.2,False,False,False,False,False,3
1,3.4,False,0.708,11.4,78.51,2612.5,True,False,False,False,False,False,False,11.8,False,False,False,False,False,3
1,3.5,False,0.708,11.55,73.88,2613.0,True,False,False,False,False,False,False,11.3,False,False,False,False,False,3
1,3.6,False,0.717,11.25,71.61,2613.5,True,False,False,False,False,False,False,11.5,False,False,False,False,False,2
1,3.7,False,0.726,11.05,69.86,2614.0,True,False,False,False,False,False,False,11.7,False,False,False,False,False,2
1,3.7,False,0.736,10.65,69.25,2614.5,True,False,False,False,False,False,False,11.1,False,False,False,False,False,2
1,3.7,False,0.726,9.7,68.29,2615.0,True,False,False,False,False,False,False,8.6,False,False,False,False,False,2
1,3.7,False,0.717,9.8,68.5,2615.5,True,False,False,False,False,False,False,7.8,False,False,False,False,False,2
1,3.5,False,0.675,10.65,73.65,2616.0,True,False,False,False,False,False,False,6.3,False,False,False,False,False,2
1,3.3,False,0.567,13.2,92.68,2616.5,True,False,False,False,False,False,False,9.2,False,False,False,False,False,2
1,3.3,False,0.483,15.75,107.22,2617.0,True,False,False,False,False,False,False,11.3,False,False,False,False,False,2
1,3.4,False,0.436,19.65,132.81,2617.5,True,False,False,False,False,False,False,16.7,False,False,False,False,False,2
1,3.6,False,0.399,29.9,151.94,2618.0,True,False,False,False,False,False,False,0.0,False,False,False,False,False,2
1,3.4,False,0.39,31.45,154.37,2618.5,True,False,False,False,False,False,False,3.1,False,False,False,False,False,2
1,3.0,False,0.39,34.1,153.77,2619.0,True,False,False,False,False,False,False,8.4,False,False,False,False,False,2
1,2.8,False,0.39,34.1,132.29,2619.5,True,False,False,False,False,False,False,8.2,False,False,False,False,False,2
1,2.6,False,0.418,30.0,102.28,2620.0,True,False,False,False,False,False,False,0.0,False,False,False,False,False,3
1,2.4,False,0.436,20.15,77.82,2620.5,True,False,False,False,False,False,False,17.9,False,False,False,False,False,3
1,2.5,False,0.446,12.25,67.52,2621.0,True,False,False,False,False,False,False,10.1,False,False,False,False,False,3
1,2.8,False,0.455,8.1,61.32,2621.5,True,False,False,False,False,False,False,7.0,False,False,False,False,False,3
1,3.0,False,0.455,7.95,58.69,2622.0,True,False,False,False,False,False,False,7.1,False,False,False,False,False,2
1,3.3,False,0.465,8.55,54.36,2622.5,True,False,False,False,False,False,False,6.3,False,False,False,False,False,2
1,3.5,False,0.455,10.4,52.75,2623.0,True,False,False,False,False,False,False,4.8,False,False,False,False,False,2
1,3.4,False,0.465,11.15,51.96,2623.5,True,False,False,False,False,False,False,4.7,False,False,False,False,False,2
1,3.4,False,0.483,11.65,54.01,2624.0,True,False,False,False,False,False,False,4.5,False,False,False,False,False,2
1,3.4,False,0.493,12.2,54.16,2624.5,True,False,False,False,False,False,False,4.6,False,False,False,False,False,2
1,3.4,False,0.493,12.95,54.27,2625.0,True,False,False,False,False,False,False,5.1,False,False,False,False,False,2
1,3.6,False,0.483,13.35,55.84,2625.5,True,False,False,False,False,False,False,4.7,False,False,False,False,False,2
1,3.6,False,0.446,13.5,57.43,2626.0,True,False,False,False,False,False,False,4.8,False,False,False,False,False,2
1,3.5,False,0.362,13.75,58.22,2626.5,True,False,False,False,False,False,False,4.9,False,False,False,False,False,2
1,3.3,False,0.315,14.6,58.88,2627.0,True,False,False,False,False,False,False,4.0,False,False,False,False,False,2
1,3.2,False,0.306,15.25,60.6,2627.5,True,False,False,False,False,False,False,4.5,False,False,False,False,False,2
1,3.1,False,0.296,15.35,62.57,2628.0,True,False,False,False,False,False,False,4.7,False,False,False,False,False,2
1,3.1,False,0.32,15.35,66.19,2628.5,True,False,False,False,False,False,False,5.3,False,False,False,False,False,2
1,3.1,False,0.347,14.85,78.95,2629.0,True,False,False,False,False,False,False,7.3,False,False,False,False,False,2
1,3.1,False,0.373,14.3,84.77,2629.5,True,False,False,False,False,False,False,8.6,False,False,False,False,False,2
1,3.1,False,0.398,13.4,80.83,2630.0,True,False,False,False,False,False,False,8.6,False,False,False,False,False,2
1,3.1,False,0.421,12.35,66.48,2630.5,True,False,False,False,False,False,False,6.5,False,False,False,False,False,2
1,3.1,False,0.441,11.15,63.09,2631.0,True,False,False,False,False,False,False,3.9,False,False,False,False,False,2
1,3.1,False,0.465,10.95,62.7,2631.5,True,False,False,False,False,False,False,3.9,False,False,False,False,False,2
1,3.1,False,0.465,11.05,63.45,2632.0,True,False,False,False,False,False,False,4.3,False,False,False,False,False,2
1,3.1,False,0.446,11.8,66.94,2632.5,True,False,False,False,False,False,False,5.6,False,False,False,False,False,2
1,3.2,False,0.436,13.05,77.94,2633.0,True,False,False,False,False,False,False,6.7,False,False,False,False,False,2
1,3.2,False,0.418,14.15,81.4,2633.5,True,False,False,False,False,False,False,8.1,False,False,False,False,False,2
1,3.2,False,0.399,15.75,80.74,2634.0,True,False,False,False,False,False,False,9.9,False,False,False,False,False,3
1,3.2,False,0.39,16.5,76.45,2634.5,True,False,False,False,False,False,False,10.6,False,False,False,False,False,2
1,3.1,False,0.38,17.0,74.99,2635.0,True,False,False,False,False,False,False,11.0,False,False,False,False,False,2
1,3.1,False,0.38,19.5,75.21,2635.5,True,False,False,False,False,False,False,14.2,False,False,False,False,False,2
1,3.1,False,0.385,23.3,75.05,2636.0,True,False,False,False,False,False,False,12.6,False,False,False,False,False,2
1,3.1,False,0.413,24.65,62.14,2636.5,True,False,False,False,False,False,False,9.5,False,False,False,False,False,2
2,3.2,False,0.458,21.4,46.66,2637.0,False,False,False,False,False,False,False,2.8,False,False,False,False,False,8
2,3.4,False,0.499,16.7,29.68,2637.5,False,False,False,False,False,False,False,4.6,False,False,False,False,False,8
2,3.9,False,0.558,11.35,18.97,2638.0,False,False,False,False,False,False,False,-0.3,False,False,False,False,False,8
2,4.4,False,0.651,7.3,17.66,2638.5,False,False,False,False,False,False,False,0.4,False,False,False,False,False,8
2,4.8,False,0.736,5.15,18.02,2639.0,False,False,False,False,False,False,False,0.5,False,False,False,False,False,8
2,4.9,False,0.81,4.15,20.47,2639.5,False,False,False,False,False,False,False,3.1,False,False,False,False,False,8
2,4.8,False,0.848,4.4,26.7,2640.0,False,False,False,False,False,False,False,4.0,False,False,False,False,False,8
2,4.6,False,0.866,6.0,33.18,2640.5,False,False,False,False,False,False,False,6.8,False,False,False,False,False,8
2,4.4,False,0.866,7.4,42.67,2641.0,False,False,False,False,False,False,False,8.0,False,False,False,False,False,8
2,3.8,False,0.782,8.85,51.37,2641.5,False,False,False,False,False,False,False,10.1,False,False,False,False,False,8
2,3.6,False,0.745,10.4,54.26,2642.0,False,False,False,False,False,False,False,12.6,False,False,False,False,False,6
2,3.6,False,0.736,10.7,56.67,2642.5,False,False,False,False,False,False,False,12.8,False,False,False,False,False,6
2,3.7,False,0.736,10.95,57.35,2643.0,False,False,False,False,False,False,False,12.3,False,False,False,False,False,6
2,3.8,False,0.736,11.55,62.93,2643.5,False,False,False,False,False,False,False,11.1,False,False,False,False,False,6
2,3.9,False,0.745,11.0,66.49,2644.0,False,False,False,False,False,False,False,10.0,False,False,False,False,False,6
2,4.0,False,0.754,9.3,64.2,2644.5,False,False,False,False,False,False,False,7.2,False,False,False,False,False,6
2,4.1,False,0.801,6.55,58.09,2645.0,False,False,False,False,False,False,False,2.5,False,False,False,False,False,6
2,4.1,False,0.904,4.95,55.0,2645.5,False,False,False,False,False,False,False,2.5,False,False,False,False,False,6
2,4.1,False,0.923,4.85,55.97,2646.0,False,False,False,False,False,False,False,2.5,False,False,False,False,False,6
2,4.1,False,0.913,6.05,58.81,2646.5,False,False,False,False,False,False,False,3.1,False,False,False,False,False,6
2,4.0,False,0.885,8.3,67.1,2647.0,False,False,False,False,False,False,False,5.4,False,False,False,False,False,6
2,4.0,False,0.866,10.7,77.82,2647.5,False,False,False,False,False,False,False,8.2,False,False,False,False,False,6
2,3.9,False,0.829,11.5,115.71,2648.0,False,False,False,False,False,False,False,8.2,False,False,False,False,False,4
2,3.7,False,0.81,11.55,145.34,2648.5,False,False,False,False,False,False,False,8.1,False,False,False,False,False,4
2,3.7,False,0.801,11.5,195.89,2649.0,False,False,False,False,False,False,False,8.0,False,False,False,False,False,4
2,3.6,False,0.81,11.25,191.22,2649.5,False,False,False,False,False,False,False,8.3,False,False,False,False,False,4
2,3.6,False,0.82,9.7,177.59,2650.0,False,False,False,False,False,False,False,7.0,False,False,False,False,False,4
2,3.6,False,0.866,7.7,151.13,2650.5,False,False,False,False,False,False,False,5.6,False,False,False,False,False,4
2,3.8,False,0.932,5.2,116.51,2651.0,False,False,False,False,False,False,False,3.0,False,False,False,False,False,8
2,4.4,False,0.96,3.4,58.47,2651.5,False,False,False,False,False,False,False,2.0,False,False,False,False,False,8
2,5.0,False,0.951,3.25,56.71,2652.0,False,False,False,False,False,False,False,2.1,False,False,False,False,False,8
2,5.0,False,0.923,5.5,64.91,2652.5,False,False,False,False,False,False,False,5.4,False,False,False,False,False,8
2,4.8,False,0.885,8.65,74.3,2653.0,False,False,False,False,False,False,False,10.1,False,False,False,False,False,8
2,4.6,False,0.829,11.4,85.32,2653.5,False,False,False,False,False,False,False,9.8,False,False,False,False,False,4
2,4.3,False,0.754,13.75,97.02,2654.0,False,False,False,False,False,False,False,11.9,False,False,False,False,False,4
2,4.1,False,0.717,14.45,94.31,2654.5,False,False,False,False,False,False,False,10.7,False,False,False,False,False,4
2,3.9,False,0.689,14.7,88.35,2655.0,False,False,False,False,False,False,False,10.2,False,False,False,False,False,4
2,3.8,False,0.66,14.85,87.22,2655.5,False,False,False,False,False,False,False,9.9,False,False,False,False,False,4
2,3.8,False,0.628,14.8,85.82,2656.0,False,False,False,False,False,False,False,9.6,False,False,False,False,False,4
2,3.7,False,0.614,14.8,85.68,2656.5,False,False,False,False,False,False,False,9.6,False,False,False,False,False,4
2,3.7,False,0.623,14.9,86.5,2657.0,False,False,False,False,False,False,False,9.4,False,False,False,False,False,4
2,3.6,False,0.623,15.05,88.5,2657.5,False,False,False,False,False,False,False,9.1,False,False,False,False,False,4
2,3.6,False,0.623,14.95,88.84,2658.0,False,False,False,False,False,False,False,8.7,False,False,False,False,False,4
2,3.4,False,0.633,14.8,83.21,2658.5,False,False,False,False,False,False,False,8.6,False,False,False,False,False,4
2,3.3,False,0.633,14.65,71.5,2659.0,False,False,False,False,False,False,False,8.7,False,False,False,False,False,4
2,3.4,False,0.661,14.3,67.33,2659.5,False,False,False,False,False,False,False,9.2,False,False,False,False,False,4
2,3.5,False,0.689,13.95,61.32,2660.0,False,False,False,False,False,False,False,9.5,False,False,False,False,False,4
2,3.6,False,0.764,13.05,55.48,2660.5,False,False,False,False,False,False,False,8.5,False,False,False,False,False,4
2,3.7,False,0.857,10.1,51.6,2661.0,False,False,False,False,False,False,False,3.8,False,False,False,False,False,6
2,3.8,False,0.838,9.0,47.71,2661.5,False,False,False,False,False,False,False,3.2,False,False,False,False,False,6
2,3.8,False,0.801,8.9,48.07,2662.0,False,False,False,False,False,False,False,3.2,False,False,False,False,False,6
2,3.8,False,0.754,9.3,49.41,2662.5,False,False,False,False,False,False,False,3.4,False,False,False,False,False,4
2,3.8,False,0.689,10.35,66.1,2663.0,False,False,False,False,False,False,False,3.7,False,False,False,False,False,4
2,3.6,False,0.633,11.75,76.15,2663.5,False,False,False,False,False,False,False,4.7,False,False,False,False,False,4
2,3.3,False,0.595,14.1,92.92,2664.0,False,False,False,False,False,False,False,7.6,False,False,False,False,False,4
2,3.2,False,0.577,16.3,100.69,2664.5,False,False,False,False,False,False,False,7.8,False,False,False,False,False,4
2,2.5,False,0.605,18.6,101.16,2665.0,False,False,False,False,False,False,False,7.4,False,False,False,False,False,4
2,2.8,False,0.654,20.95,97.59,2665.5,False,False,False,False,False,False,False,4.5,False,False,False,False,False,4
2,3.1,False,0.711,20.85,87.35,2666.0,False,False,False,False,False,False,False,4.7,False,False,False,False,False,4
2,3.3,False,0.761,13.5,72.1,2666.5,False,False,False,False,False,False,False,6.8,False,False,False,False,False,6
2,3.8,False,0.806,9.75,64.79,2667.0,False,False,False,False,False,False,False,7.5,False,False,False,False,False,6
2,3.9,False,0.848,8.3,62.31,2667.5,False,False,False,False,False,False,False,6.4,False,False,False,False,False,6
2,3.8,False,0.894,7.2,56.83,2668.0,False,False,False,False,False,False,False,5.0,False,False,False,False,False,6
2,3.8,False,0.904,5.45,52.34,2668.5,False,False,False,False,False,False,False,1.7,False,False,False,False,False,8
2,4.0,False,0.904,8.35,48.52,2669.0,False,False,False,False,False,False,False,-4.3,False,False,False,False,False,8
2,4.0,False,0.885,12.45,54.95,2669.5,False,False,False,False,False,False,False,-12.3,False,False,False,False,False,8
2,3.8,False,0.838,17.3,61.02,2670.0,False,False,False,False,False,False,False,-14.4,False,False,False,False,False,8
1,3.6,False,0.745,21.8,66.93,2670.5,False,False,True,False,False,False,False,-13.4,False,False,False,False,False,3
